title,authors,year,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Modeling human categorization of natural images using deep feature representations,"Ruairidh Battleday, Joshua Peterson, Tom Griffiths,",2017,0.00496967295872455,0.01296948769120788,0.009848959961543488,0.11051238582917759,0.002736733538610329,0.0015946416157840105,0.0039006586746701826,0.004251023623925235,0.015012742546665719,0.11094400995263941,0.0023466364338848894,0.0015109900968532594,0.13965807684453568,0.016057989258944794,0.0017821120837350813,0.008008644734166879,0.01770630517558749,0.517587555388896,0.00738251509482125,0.011218858495626564
Semantic Typology and Parallel Corpora: Something about Indefinite Pronouns,"Barend Beekhuizen, Julia Watson, Suzanne Stevenson,",2017,2.129331327258307e-4,0.06595818218021388,0.4313914699922375,0.056106347265781537,0.002917989576609291,0.0012951228529665198,6.38731239187025e-4,0.0032102006797112203,8.193987141503344e-4,0.002075487861993457,0.04474574484304628,0.17819508356251784,0.1418830531424047,6.900538899808334e-4,6.924748655409377e-4,0.0017888089250039918,3.471371011769308e-4,0.06619208079693528,6.715826945919599e-4,1.6811668322430447e-4
"How Relative is the Relative Frame of Reference? Front and back in Norwegian, Farsi, German, and Japanese","Sieghard Beller, Andrea Bender,",2017,1.0408590471796776e-4,5.376692189461915e-4,2.272504137547197e-4,3.2437088197182135e-4,7.611478762586657e-4,3.812846374222935e-4,4.8279581646712175e-5,0.006216524072075791,7.233113119685737e-4,5.906461342954461e-4,0.977009980314576,0.011552724418117047,2.5583640419563e-4,2.6635307331362973e-4,1.1283857345443097e-4,5.441990250453807e-4,9.263132956617618e-5,6.835607453151198e-5,1.5657725287428553e-4,2.5933501267965494e-5
Quantifying infants' statistical word segmentation: a meta-analysis,"Alexis Black, Christina Bergmann,",2017,4.558550167762663e-4,0.0016133881718127234,0.21633462117411997,0.034345259006767444,0.008919962182849647,0.004839369702991751,0.0035432136188606627,0.001084274889614925,0.06386936203355748,0.11919511339222134,0.12484889032324344,0.04731314279899645,0.05575336916708569,0.012165585077513202,0.0015703150621840462,9.404602111159242e-4,0.001135554392483595,0.0014032882093106122,0.2992399934376619,0.0014289821308330912
Narrowing of the Cone-of-Direct Gaze Through Reinforcement Learning,"Sam Blakeman, Denis Mareschal,",2017,0.0036370942650823567,2.2939229350672907e-4,2.4632557432645693e-4,0.0015912718142720664,0.023857201440056507,1.9897697467968883e-4,7.173905332080157e-4,4.114359472873771e-4,0.0018164406281957334,0.0010795913485674592,0.5660735851490613,2.505609644724062e-4,0.005205608323978875,0.002736627243243407,4.585378408822058e-4,0.006113032359871623,0.042446905749340395,0.16933086016581506,8.235225545952715e-4,0.17277563882955702
Functionally localized representations contain distributed information: insight from simulations of deep convolutional neural networks,"Nicholas Blauch, Elissa Aminoff, Michael Tarr,",2017,2.3784029374497026e-4,0.0015196862436646843,0.0012451232647687689,0.019340794713337994,2.766059207828436e-4,1.964276919392366e-4,2.744981853127348e-4,3.2736034045386005e-4,0.22997716775331192,0.14230393406092778,0.001217690097837452,1.713698402963872e-4,0.0033591806978872565,0.0019057730808134648,6.946899605533128e-5,0.0027198128974562307,4.955153868494374e-4,0.5916388290467306,2.546365353967108e-4,0.002468284952432025
Inferential Role Semantics for Natural Language,"Peter Blouw, Chris Eliasmith,",2017,0.0011235886312356443,0.005489124698692831,0.11023867901150816,0.053862389250980754,0.014754228877697076,0.23234871700557133,4.919306148606444e-4,0.0017901985698285977,2.951319794080213e-4,0.0020753601566572836,3.782092231773304e-4,0.004122573372598352,0.23662386700070903,7.381059317494565e-4,0.0033489377436568056,6.695831157746819e-4,5.197022012092774e-4,0.3301501599432074,4.850206228495604e-4,4.944920486278333e-4
Split-Second Detection of Cooperativeness from Faces in the Trust Game,"Jean-Francois Bonnefon, Astrid Hopfensitz, Wim De Neys,",2017,0.0071112450099781845,0.0018967986609383653,0.0022559169108416857,0.0076268669328236885,0.004494801496007136,0.004660683542076907,0.009011992321377811,0.005532535248531524,0.025881525852659314,0.07592608253620169,0.0028071712077866657,0.003778631577561385,0.013413416539126383,0.034331875776853475,0.1915505751239648,0.02316509023234925,0.11649813809108782,0.0032173897479836834,0.3142943842749619,0.15254487891688823
Diversity in a Contrast Set Increases Generalization from a Single-Item Target,"David Bosch, David Kalkstein, Tali Kleiman,",2017,0.0035698121135548724,0.17837773929909922,0.03059679797903077,0.006679344855763451,0.05879590694077615,0.0059699303491279445,0.005693527520010549,0.020258027431607508,0.00800882668484566,0.5940074994015682,0.00545801571416642,0.004780752687693968,0.030189512966813898,0.010849149832879068,7.934756187425685e-4,0.0024886918350038156,0.0013682341284718064,0.008233698574078746,0.020490824026764703,0.0033902320400009877
Causal learning from interventions and dynamics in continuous time,"Neil Bramley, 
Ralf Mayrhofer, Tobias Gerstenberg, David Lagnado,",2017,0.47022367461959247,0.0032772878508734453,1.2868866190978294e-4,0.0023785397324310852,7.115146183342076e-4,4.5799053904497773e-4,0.0015356049987197136,0.001823791015533553,0.0020078073347500535,0.014497921097139897,6.014434620505428e-4,7.641546376881685e-5,0.18187669466016027,0.008981850061154168,0.001055599776903611,0.10743294593350984,9.593524002023605e-4,0.13901941092279635,4.890430376910746e-4,0.062464423813433874
Harmony in a non-harmonic language: word order learning in French children,"Guillaume Braquet, Jennifer Culbertson,",2017,3.418048337345136e-4,0.0015538131127173546,0.019147059691468342,5.40279680018408e-4,0.11981258770140234,0.0036642911305383645,3.1534904116612e-4,0.004386304931022875,5.805841730311727e-4,0.03135989521758536,8.611189357978549e-4,0.7991222893432395,0.016446537827676987,5.342713654611974e-4,4.4039362356796156e-4,1.7038564073008902e-4,1.0660201268997783e-4,2.637724518627821e-4,2.1878567246759272e-4,1.3387361382072654e-4
How can I help? 24- to 48-month-olds provide help specific to the cause of others' failed actions,"Sophie Bridgers, Sara Altman, Hyowon Gweon,",2017,0.30038586432331016,4.062212351883392e-4,5.6885278266247984e-5,0.01518054957929664,0.6736117433780473,1.837716771743244e-4,5.642310645183228e-4,7.391390307085637e-4,6.719665930172034e-5,3.071121062027034e-4,4.076226589224049e-4,0.0011935410407967976,7.256633595932939e-4,3.1763030884104704e-4,0.003404939668286163,6.699891515673374e-4,9.393208652730293e-4,2.483629178160958e-4,3.2281793185450847e-4,2.6739776503532096e-4
Watching Non-Corresponding Gestures Helps Learners with High Visuospatial Ability to Learn about Movements with Dynamic Visualizations: An fNIRS Study,"Birgit Brucker, Björn de Koning, Ann-Christine Ehlis, David Rosenbaum, Peter Gerjets,",2017,3.8389557697258384e-4,7.656256327521477e-4,6.499999153882414e-4,0.00468783902583019,0.004250334049936343,5.546887131805619e-4,0.4398742795314885,1.9176216605806316e-4,0.1259374842622625,0.002718201799289862,0.01550866841362631,0.19290362464617197,0.002873710263431004,0.002817210099797777,0.0018867856712462279,0.19878689162735233,0.0015137132927092586,0.0030756079207948767,2.5155229214268086e-4,3.681250995689514e-4
Learning on Multi-Touch Devices: The influence of the distance between information in pop-ups and the hands of the users,"Birgit Brucker, Lara Scatturin, Peter Gerjets,",2017,0.007593687180438875,0.00954627236722588,0.006209218292641151,0.006356768334644477,0.025438092061090788,0.04017852334652966,0.480866188195591,7.209313821555379e-4,0.0823060859517538,0.01918621094897852,0.008120643613619775,0.004658673848881253,8.658848208759279e-4,0.06312814292271685,0.01738527898393144,0.21845855278080176,0.0012175447588357174,0.005607810951936409,0.0012637755150130426,8.917137423378027e-4
A Flexible Mapping Scheme for Discrete and Dimensional Emotion Representations,"Sven Buechel, Udo Hahn,",2017,1.9678115054894623e-4,0.0024370257753087658,0.2527988702033237,0.003736618565286211,4.748500712097229e-4,0.011575887480827569,4.841596728298796e-4,2.736127000412755e-4,0.026024777764949283,0.03760179802237873,9.782861161639876e-4,0.005099470211402922,0.10189602562287584,0.0016330729010056227,5.153216688765828e-4,8.95877642461253e-4,0.46508920553182476,0.08655292015111461,0.0011160230478376085,6.194156997323788e-4
Maintenance of Perceptual Information in Speech Perception,"Wednesday Bushong, T. Florian Jaeger,",2017,4.2734330169056484e-4,6.887069812311859e-4,0.054550269732938333,0.001147014636233409,0.0032027049476443647,0.4535010156100066,8.084243400685232e-4,0.00813512577755904,0.28933526334733606,0.03252124616953959,8.291746124171377e-4,0.011335230514962082,0.033594228263941484,0.04112914338136682,0.0012152196834881732,0.0018437524142249056,5.620512960271323e-4,0.0010739112924935687,0.013561026158505041,0.05053914753832604
Task-oriented Bayesian inference in interval timing: People use their prior reproduction experience to calibrate time reproduction,"Zhenguang Cai, Ruiming Wang, Huihui Liu, Maarten Speekenbrink,",2017,3.725519161700421e-4,1.0518147606210641e-4,3.241490575479313e-4,6.738442340005833e-4,1.0595891533603787e-4,4.0318648527673165e-4,1.1157483067458326e-4,0.0017133203160663657,0.8532899518392983,0.0035938846860496722,0.001295307824382599,1.359638810838156e-4,0.08498609258537276,0.0011700428257082976,1.492729651494416e-4,0.001114444467863769,4.7639294041009167e-4,5.19923661831606e-4,0.031735293546244124,0.017723661545470847
The most efficient sequence of study depends on the type of test,"Paulo Carvalho, Rob Goldstone,",2017,0.0010879482129769501,0.11774119453694414,8.001457567021928e-4,0.0012228107973434506,0.0011357168146926778,3.2219544046093454e-4,0.4395093260381696,0.0015553166725255343,5.09333710510077e-4,0.4105330749766902,1.7594572899250606e-4,4.7298698105598504e-4,7.628891080982823e-4,0.003178723137155931,0.002782986640761923,3.826443022408808e-4,3.1973750844806144e-4,1.985246619291042e-4,0.016041735726934302,0.0012667632473669342
"Is there an explicit learning bias? Students beliefs, behaviors and learning outcomes.","Paulo Carvalho, Elizabeth McLaughlin, Ken Koedinger,",2017,0.01671826175813693,0.001162152831389112,0.002308375420641343,0.003165732366127479,8.827829976491004e-4,4.745748689534187e-4,0.9081715231201297,0.0011471117956550864,3.5615433696199424e-4,0.006579093923474947,8.30977720802635e-5,1.3772286138180522e-4,0.009361959662026237,0.0014597973898300622,0.009169262628998406,0.0014906008467851582,9.472231825030535e-4,0.002689482270770405,0.015268915457538562,0.01842617450896711
A Model of Cognitive Control in the Wisconsin Card Sorting Test: Integrating Schema Theory and Basal Ganglia Function,"Andrea Caso, Richard P. Cooper,",2017,0.0031537487454456926,0.02133582584720998,6.877671265228616e-4,0.014266462533519455,0.004712478135942114,1.7814625544075743e-4,0.0010658825405532497,0.0013905702457109525,0.002076686954541621,0.004366911135834929,0.001133581458896313,1.702758902658274e-4,0.05637409383712509,0.3357064048594256,3.679263985300182e-4,0.03729406347869352,0.0025775402679611916,0.5089833975559694,3.5544213741512385e-4,0.0038027945949965876
Distributional learning and lexical category acquisition: What makes words easy to categorize?,"Giovanni Cassani, Robert Grimm, Steven Gillis, Walter Daelemans,",2017,2.3389245960381895e-4,0.0021319384872147164,0.5829636308820413,4.1364149887927813e-4,0.046518224739526,0.14152023434988636,5.435765607661343e-4,0.001189495073199453,4.5266775764111637e-4,0.10288923929881251,2.656881236809917e-4,0.010832388954847453,0.10737074758930153,5.985060408149798e-4,1.896232592674781e-4,1.5208701495102853e-4,8.053570341884547e-5,8.97626709294841e-4,4.691194999276773e-4,2.8713599692461176e-4
Knowledge transfer in a probabilistic Language Of Thought,"Samuel Cheyette, Steve Piantadosi,",2017,0.0049666451624544835,0.18342157799794515,0.003499255455301473,0.004435509187769529,0.0035308951137204003,6.588796956995242e-4,6.448750174542902e-4,0.00570198751094862,4.536794914449442e-4,0.1720314508443999,3.990512738995221e-4,0.011998846799950929,0.5813295610110495,0.0015905590280128063,2.1462316292301825e-4,7.05919578331426e-4,1.8079106894699495e-4,0.02345911965106396,3.3432861751802256e-4,4.4244433116535936e-4
Cross-situational learning of novel anaphors,"Karen Clothier, Satoshi Nambu, Hajime Ono, Akira Omaki,",2017,7.016139651850384e-4,0.0012524921491947093,0.030439588561579772,4.21969292572491e-4,0.055189328821168546,0.4461538427622968,7.926633778559287e-4,0.003003511698919579,9.485875422860839e-4,0.1948518636751457,0.002253386836503359,0.2546785374842666,0.003931287445087129,0.0010457084224341842,7.346258483281971e-4,1.8679599308637216e-4,2.5018606351302563e-4,1.2314369668940596e-4,0.002761647235553624,2.7921912833366567e-4
Expected Utility in Romantic Relationships: Satisfaction as a Cue for Romantic Partnership Dissolution,"Samantha Cohen, Peter Todd,",2017,4.640889188517501e-4,1.5472493833663405e-4,1.0184302996552622e-4,0.002597864954750612,6.210264125468123e-5,1.0960431396558427e-4,6.113915576324328e-4,4.575053331593586e-4,7.130106376067602e-4,6.318694973550755e-4,2.522446107484808e-4,1.858403949363158e-5,0.0017984341196606388,0.0013821407229354888,0.016434211663713463,0.026064832785167965,0.0028862733033263657,0.007944197516935158,0.6096274438451321,0.32768763157000835
Analogical gestures foster understanding of causal systems,"Kensy Cooperrider, Dedre Gentner, Susan Goldin-Meadow,",2017,0.12258402831566602,0.2950203308665919,2.9652424362557083e-4,0.1255439140870884,0.008831826133236095,6.308334163540844e-4,0.11243286866243656,0.001770017763990362,7.21273292247016e-4,0.0015975011478527475,0.053478542042718576,0.24946469655463363,4.972569243339446e-4,0.008501446681703792,0.009726326790964345,0.004852041571225722,0.0013965545623062432,3.819944584238223e-4,0.0022132473387199026,5.8775145880930286e-5
Characterizing spatial construction processes: Toward computational tools to understand cognition,"Cathryn S. Cortesa, Jonathan D. Jones, Gregory D. Hager, Sanjeev Khudanpur, Amy L. Shelton, Barbara Landau,",2017,0.0019031272099997278,0.035819885356756724,0.0012538544695111674,0.004957693256489255,0.10253160713631995,1.974670543293452e-4,0.062470421368054245,8.643807124775362e-4,0.0029279512069811486,0.00300024015000364,0.0976458090921677,4.494991324770518e-4,0.040862470531554104,0.09866314850189396,3.1816516200525234e-4,0.3935388446465773,4.3346906593169784e-4,0.14997809660660402,3.3168452907264486e-4,0.0018521848107934278
Mathematical invariants in people's probabilistic reasoning,"Fintan Costello, Paul Watts,",2017,0.0014574106474729547,5.478029222984032e-4,5.916199376247599e-4,5.152514780176531e-4,1.520687561055846e-4,0.0013709967258293335,1.1089072864452321e-4,0.7857029872322996,3.5567217900079294e-4,0.03741641284537512,8.04879890133584e-5,1.2022788963298195e-4,0.13988092729474266,6.555086305246998e-4,1.6893011949573728e-4,2.1193614663447743e-4,1.1852289537714348e-4,2.0554304226828865e-4,0.019870235843389407,0.01046656669625237
"Experts are better than novices when imagining wines, but not odors in general","Ilja Croijmans, Laura Speed, Artin Arshamian, Asifa Majid,",2017,0.0016138898177142419,0.1622413165830682,0.004763326359600791,0.030648621587602315,0.004998223321643793,0.001913399723679513,0.2603560880312226,0.004039819025672922,0.32636370515881885,0.030315860299779864,0.005659378395480054,0.0016685316297152472,0.002838095165241804,0.02216599711321141,0.001606506026615608,0.00879406732970931,0.003846087004857685,0.0024576362691638,0.12197020148317192,0.0017392496740296689
The elusive odness of or-introduction,"Nicole Cruz, David Over, Mike Oaksford,",2017,0.013474118800212428,0.0030821180178961095,6.654544029546944e-4,0.04623850101006708,4.4060413442421214e-4,8.075215209089301e-4,0.0019226997563377114,0.8444690615571853,3.3773286214752816e-4,0.0016001011952829687,3.362360364970388e-4,0.00112388128679068,0.03483606986421401,0.001130127500910925,0.0051205163382296,5.421386405149759e-4,3.8004216493546397e-4,2.630282027100502e-4,0.04221617290742586,0.0010138738003548215
A Dynamic Tradeoff Model of Intertemporal Choice,"Junyi Dai, Timothy Pleskac, Thorsten Pachur,",2017,5.404718990417543e-4,2.727079954409342e-4,0.0011838760281580702,0.024764532195437314,1.8745959552846688e-4,1.2997833934667765e-4,0.013679846472146786,0.0012584668601616476,3.5458792886365473e-4,7.928868991863552e-4,3.8368385744515244e-5,4.727471829369975e-5,0.14707114838775384,0.0017958667133476038,4.5494843691455336e-4,0.003346179310085073,3.3597509478783206e-4,0.0024962107734181394,0.0029835993184857117,0.7982656146478573
What is Learning? A Definition for Cognitive Science,"Jim Davies,",2017,0.019573314106408606,0.0029273363195417342,0.013056801485997176,0.7177458422712619,0.005162502800075873,5.904129087168481e-4,0.056709326939351906,7.146239759514632e-4,0.0031767886499429335,0.09180723291929564,4.8862159989122e-4,0.0011428025782455656,0.005421428639048171,0.0014349773368870563,0.0026278556343184226,9.265953298169566e-4,0.0011092729341852046,0.07012183094881674,0.0044451792569546456,8.172533652918479e-4
Re-representation in comparison and similarity,"Samuel Day, Jennifer Asmuth,",2017,7.87049026061578e-4,0.6213276375154871,0.002341667809543018,0.07182528059208082,5.055821030201053e-4,0.10054494033958729,8.023143312562703e-4,0.00323757078175833,0.005286429687672579,0.12744886395212915,5.217658361050447e-4,5.162311580288347e-4,8.010050293107936e-4,0.002051522356335927,2.4740557028890445e-4,3.8426630588941473e-4,5.591105744219088e-4,7.752307354117098e-4,0.05969914480049097,3.3698149511991054e-4
Comprehenders Rationally Adapt Semantic Predictions to the Statistics of the Local Environment: a Bayesian Model of Trial-by-Trial N400 Amplitudes,"Nathaniel Delaney-Busch, Emily Morgan, Ellen Lau, Gina Kuperberg, Gina Kuperberg,",2017,2.518879613675424e-4,5.274779373855005e-4,0.17416589807588212,0.001585877671724528,3.5601278496757863e-4,0.43730387296959033,2.62533027062994e-4,0.001727224184954239,0.03763377486471102,0.06996364830210323,2.1805689838067072e-4,9.273525323086424e-4,0.16340786189362433,0.004738830312785799,4.006774333300481e-4,5.284596521383865e-4,4.0169474911801216e-4,0.0049540368479768625,0.05278809553966367,0.04785672636092459
The Role of Imagination in Exemplar Generation: The Effects of Conflict and Explanation,"Tammy Dennis, Daniel Little,",2017,0.0021440877253841896,0.04568677439965199,8.856212134057708e-4,0.06809164382054592,8.237808550680512e-4,2.2815097324542055e-4,0.1064791740206024,0.0025021490549434174,0.03676132432477383,0.48136180074049484,5.098274373845419e-4,2.758017749615895e-4,0.06422379489194871,0.003748966359266208,3.906678139583506e-4,0.0016758027468338152,8.003926856225077e-4,0.001431694868034656,0.1788007195791657,0.0031778247147078564
"A hierarchical Bayesian model of ""memory for when"" based on experience sampling data","Simon Dennis, Hyungwook Yim, Vishnu Sreekumar, Nathan Evans, Paul Garrett, Per Sederberg,",2017,0.0019450629587781914,0.0024464057260995685,0.0013126224215830517,0.008357281412169843,6.754179234006816e-4,7.368912444204771e-4,0.0013811053851790058,0.08434312315205615,0.014725261421426753,0.0803647422249602,0.13841802111652352,0.0011775727332484528,0.21564023585163317,0.05581988504369031,0.18086721697612543,0.044280170132675725,0.001325125039238596,0.1266996389414164,0.009656930813062872,0.029827289482311746
Refixations gather new visual information rationally,"Yunyan Duan, Klinton Bicknell,",2017,5.10888875304904e-5,1.15948555813408e-4,0.15666110444189638,2.481672944228759e-4,1.185248639117898e-4,0.45809668585042784,8.973400789232023e-5,5.920907041595152e-4,0.0016775359915936444,6.386369398833526e-4,2.9350589575981013e-4,4.997061481236441e-4,0.2374299510938187,4.901225069990947e-4,3.2725959461596567e-4,0.13493023599587697,1.2755372483068688e-4,0.0017932609855442203,2.2063198490463427e-4,0.005598254531994882
A rational analysis of curiosity,"Rachit Dubey, Tom Griffiths,",2017,0.01070940265577044,0.007923477280804461,8.816933379326348e-4,0.15257448975811022,0.006143487152736655,3.736706133747324e-4,0.052455323759061194,0.007773814940912353,0.04078328921255222,0.11763213804836838,5.51662997132073e-4,4.7967072730398783e-4,0.38315020899653063,0.0060206254255237915,0.001787883563441429,0.004953552889643396,0.07495110445167451,0.021933879087441637,0.045299674765585704,0.06362095033609946
Refining the distributional hypothesis: A role for time and context in semantic representation,"Melody Dye, Michael Jones, Daniel Yarlett, Michael Ramscar,",2017,0.02056503538322103,0.11747763477872049,0.3877289726015291,0.028172397141040667,9.984599725050844e-4,0.03437937614287117,7.121582683048514e-4,0.0015517179284966183,0.018313549888774386,0.3524803315374647,5.652769801726201e-4,0.002848398852840785,0.02197205015490037,9.252772942636147e-4,2.990111021054434e-4,6.646738160722093e-4,2.431645362631486e-4,0.008852533977365906,9.441633729277206e-4,3.058162701607467e-4
Cute Little Puppies and Nice Cold Beers:  An Information Theoretic Analysis of Prenominal Adjectives,"Melody Dye, Petar Milin, Richard Futrell, Michael Ramscar,",2017,4.0153332416257507e-4,0.0016667229932023704,0.19289464053855593,0.13802881443515583,0.00256367012187776,0.1062956046928453,3.0808904673216707e-4,0.0010015034206434124,6.039312647761325e-4,0.008204602425361696,4.7935622288601613e-4,0.5102631695994283,0.0338322208476824,3.380217213369843e-4,0.0011782839748854374,2.504448564696571e-4,1.9474337014730928e-4,8.382863568068929e-4,5.584278132057804e-4,9.793297383787468e-5
