cor.GA.cor,cor.GIAC.cor,cor.AIGC.cor
-0.05974444,-0.18658022,0.03551731
 0.12899324,-0.1714103,0.03864834
 0.02651762,-0.16225882,0.02683446
-0.002081001,-0.171861952,0.052089668
-0.01140450,-0.19079369,0.08612959
 0.009640491,-0.172504816,0.049473474
 0.07462245,-0.16971718,0.06951146
 0.013085169,-0.15765855,0.001918518
-0.02783491,-0.17370876,0.04882797
 0.02388719,-0.19629529,0.1272446
 0.01398375,-0.16957332,0.10574369
-0.02456309,-0.18090087,0.04805319
 0.03304014,-0.22651132,0.04858775
 0.04022829,-0.19639921,0.04904252
-0.08918968,-0.20742568,0.04329937
-0.07956451,-0.23624366,0.09042172
-0.07161415,-0.18429052,0.03509947
 0.08930665,-0.19477872,0.04712827
 0.008372246,-0.16170399,0.032106176
-0.01397964,-0.19130716,0.05696763
 0.03428471,-0.16864782,0.11278986
-0.02268281,-0.2017092,0.0823166
 0.05427190,-0.12868823,0.07460459
 0.01808750,-0.18982062,0.04183722
-0.01868105,-0.15125333999999999,0.07316238
-0.008147377,-0.205801649,0.060035808
 0.01788570,-0.14389784,0.05783019
 0.08147354,-0.16176454,0.12857254
 0.02943630,-0.21585024,0.07328801
 0.03602926,-0.24352767,0.02828305
-0.02053431,-0.20990732,0.09432017
 0.0008831026,-0.1468926998,0.0843220267
-0.03978660,-0.19276492,0.09018195
-0.02948059,-0.17351092,0.09228513
 0.03652048,-0.17394115,0.06075833
 0.01209752,-0.16000843,0.04769581
 0.03843858,-0.21124853,0.10057171
-0.049163592,-0.216859764,0.009585938
 0.09160322,-0.21900948,0.0345287
-0.02099094,-0.21808487,0.07019135
-0.01250336,-0.19133172,0.12771826
 0.01368224,-0.1663778,0.05256014
-0.05091463,-0.19704354,0.07155666
 0.06074009,-0.21051761,0.10103039
 0.06736664,-0.19153607,0.06684876
 0.004546296,-0.244978519,0.066888344
 0.05229894,-0.20505714,0.07580685
 0.02166737,-0.18558885,0.05299385
 0.02578040,-0.19008149,0.08645914
-0.01914861,-0.20512421,0.11451217
-0.02212879,-0.18309656,0.03989385
-0.01370937,-0.16223382,0.10992003
-0.001508206,-0.157252087,0.099022977
 0.021651526,-0.144040024,-0.006683199
-0.040265537,-0.140757433,-0.001757991
-0.000342755,-0.205285797,0.072146389
-0.03381557,-0.15413659,0.06201465
 0.001379403,-0.203653636,0.096390362
-0.01397379,-0.22622456,0.06306642
-0.01058173,-0.281478,0.09389939
 0.1087961,-0.1545679,0.0736131
-0.02420733,-0.20776297,0.05780854
 0.07426306,-0.20420306,0.06492351
 0.04064743,-0.20551832,0.05372332
 0.03394078,-0.18936553,0.11315661
-0.03935148,-0.18173925,0.03344571
-0.03530517,-0.17745742,0.05876316
 0.04530572,-0.18964457,0.06249667
-0.02833786,-0.15311203,0.11740241
 0.041346966,-0.180146241,-0.008892528
-0.006368087,-0.16728148,0.088361606
 0.03587661,-0.22101293,0.04783631
-0.035128985,-0.151264105,0.005827749
 0.009613351,-0.208907495,0.073668562
 0.03551148,-0.17996138,0.06562467
 0.02887937,-0.17029359,0.06943749
-0.02507057,-0.14356939,0.06289297
 0.01998015,-0.19236597,0.04507642
 0.01669351,-0.17763853,0.03064845
-0.004654507,-0.200535994,0.105529081
-0.02314474,-0.17518608,-0.01101799
-0.005522911,-0.163008402,0.086896848
 0.009043006,-0.209620302,0.088280051
 0.08831968,-0.18495235,0.06524247
 0.03411845,-0.15308244,0.06464654
 0.02193614,-0.22237217,0.06428715
-0.10358190,-0.16124438,0.07353938
-0.04721151,-0.1677007,0.08581731
 0.02507322,-0.181957,0.06949963
 0.05487168,-0.20086352,0.0247604
 0.02884085,-0.21915284,0.04357358
-0.01727686,-0.19597043,0.09678685
 0.05597069,-0.18428855,0.08837051
 0.007366107,-0.201240772,0.098235072
 0.03724619,-0.17034681,0.06119991
 0.04643846,-0.14939479,0.09066876
 0.04068198,-0.19144811,0.08578089
-0.03148208,-0.17628190999999999,0.05112186
-0.05731264,-0.16489283,0.0897314
 0.03957542,-0.16183925,0.01938452
 0.002162397,-0.194377177,0.108297335
 0.04112648,-0.16939739,0.09741115
 0.08210682,-0.19846657,0.06933221
 0.03705461,-0.18385044,0.05323866
-0.01554111,-0.16724288,0.0785889
 0.01438983,-0.17368537,0.04251117
-0.09212401,-0.17177058,0.10962099
 0.02501488,-0.14845243,0.08171251
-0.02194854,-0.19740194,0.02960383
 0.09260479,-0.25827304,0.11565132
 0.07877312,-0.13697819,0.08448515
-0.03041541,-0.21763276,0.09632098
 0.03259460,-0.18092499,0.06601338
 0.005883995,-0.207240347,0.01454353
 0.04568276,-0.1541346,0.09804411
-0.01349391,-0.13592925,0.10769878
-0.02262251,-0.24411264,0.0565364
-0.07592903,-0.23378735,0.05879756
 0.06071169,-0.18582786,0.02561819
-0.04110173,-0.20392693,0.08120822
 0.07510616,-0.17739199,0.04419925
 0.08481055,-0.20036793,0.09133516
 0.03073111,-0.18501987,0.03139015
-0.00125311,-0.21558147,0.07919869
 0.0003958538,-0.1732363417,0.0764318532
 0.10115511,-0.21514016,0.03364544
-0.01909987,-0.20055057,0.07690993
 0.02555725,-0.17692857,0.06518432
-0.02581425,-0.17165179,0.0831872
-0.02331901,-0.22268163,0.05389279
-0.02945283,-0.19033341,0.04181044
 0.02997486,-0.19171204,0.06221811
 0.05398548,-0.17011641,0.06733917
-0.006962541,-0.154084336,0.013654269
-0.005640604,-0.150658258,0.018582539
 0.01830749,-0.19766988,0.05892612
-0.05779275,-0.17952448,0.08424139
 0.03048984,-0.25212278,0.05592028
-0.06143612,-0.17132774,0.0116879
 0.009918417,-0.19793567,0.053581183
 0.01213846,-0.16241772,0.05927505
-0.003773831,-0.155724681,0.078256261
 0.02244058,-0.18994266,0.05748898
 0.04346296,-0.15490559,0.01145528
 0.05173298,-0.15359622,0.04739356
 0.01095688,-0.20975608,0.05901545
-0.01248769,-0.20117774,0.03475557
 0.01089084,-0.15332537,0.10392961
 0.04252509,-0.20594112,0.04811857
 0.03669241,-0.15652397,0.05383956
 0.01012417,-0.21353263,0.0497591
 0.003220004,-0.180691133,0.058015798
 0.008569851,-0.186160229,0.031791773
 0.02723383,-0.1961451,0.12449505
 0.04375591,-0.15919961999999999,0.0744594
-0.02314159,-0.21402088,0.0965454
 0.03523974,-0.19745035,0.05200089
-0.02990084,-0.16551412,0.06951556
 0.03681908,-0.19239763,0.03481014
 0.03121815,-0.14934105,0.10321936
-0.01924853,-0.21704647,0.08789269
 0.02090232,-0.18949497,0.07219329
 0.03408656,-0.16848085,0.01208351
-0.04021484,-0.20266437,0.06594421
-0.01378510,-0.19348477,0.09133275
 0.04001366,-0.1595528,0.01686194
-0.01442790,-0.15289947,0.07230441
 0.03390518,-0.1662533,0.10609055
 0.01825842,-0.14674717,0.07628415
-0.02927254,-0.18485678,0.07659095
-0.01524445,-0.17837763,0.08121778
-0.01952426,-0.18065961,0.0574078
 0.02134635,-0.16065642,0.05730521
 0.01468123,-0.21584528,0.09133993
 0.03159865,-0.15318938000000001,0.03464011
 0.06791655,-0.15700377,0.01585823
-0.03904854,-0.2171277,0.06143899
-0.002758123,-0.251921089,0.016318243
 0.04836947,-0.16930334,0.01210374
 0.01751692,-0.20560608,0.0908455
 0.03073113,-0.14401082,0.05812236
 0.03813809,-0.21713374,0.07688184
 0.005917943,-0.208941192,0.018305382
-0.001719574,-0.143909621,0.127551373
 0.06687303,-0.14916412,0.0499913
-0.02752717,-0.12707945,0.04227428
-0.007076982,-0.236263486,0.089746416
 0.01954263,-0.16765057,0.07125125
-0.02499142,-0.18458931,0.09571523
 0.1078291,-0.1884051,0.1002419
-0.06223477,-0.23609965,0.1125176
 0.01653062,-0.22001308,0.03746371
 0.02872295,-0.21141721,0.06817263
-0.002852739,-0.179353635,0.07894899
 0.009206218,-0.23116906,0.094259655
 0.01972812,-0.22307167,0.11218581
 0.02050432,-0.17475961,0.05186337
-0.02380816,-0.18460123,0.06206097
 0.05440477,-0.18214374,0.05253104
 0.04701198,-0.19390992,0.05027621
 0.03786994,-0.21617098,0.05066637
-0.03884786,-0.22115626,0.06613133
 0.06101903,-0.17587585,0.06234946
 0.09190586,-0.15536372,0.0750383
 0.008195033,-0.192026816,0.044180952
-0.005033539,-0.222115696,0.147347026
-0.01900766,-0.18921088,0.148436
-0.01043961,-0.14678848,0.07084658
-0.01976115,-0.18181281,0.06015135
-0.03793544,-0.1890439,0.09016861
-0.04849575,-0.19165814,0.09730019
-0.001725344,-0.226362187,0.022503371
-0.008949212,-0.187229468,0.035656746
-0.0345680,-0.1717438,0.1042221
 0.04908887,-0.18996646,0.09682566
 0.001369906,-0.170795152,0.084882567
 0.005548247,-0.18162551,0.133028243
-0.01917877,-0.2021213,0.09187009
 0.03888781,-0.17391015,0.05680604
 0.01056421,-0.17441612,0.08143946
 0.02865185,-0.20887307,0.07484042
-0.0004752283,-0.1378782916,0.0848861716
 0.0781685,-0.2434543,0.1017257
-0.01131446,-0.19958094,0.02514241
 0.05560229,-0.1789493,0.02007213
 0.01887982,-0.14937909,0.01756952
 0.05132571,-0.2329493,0.05220951
 0.02747769,-0.19065943,0.03592347
 0.01366675,-0.21641389,0.052454
 0.00254412,-0.19458838,0.06127498
-0.02689462,-0.20233275,0.09598529
 0.01774484,-0.17579552,0.05597439
-0.05092036,-0.17101498,0.01889965
-0.01343329,-0.22582607,0.04460762
 0.07773213,-0.20230874,0.06099029
-0.05200498,-0.23367046,0.12117574
 0.07667165,-0.15424839,0.01473
 0.01926252,-0.18862467,0.04792153
-0.02864274,-0.17218977,0.0625594
 0.05745392,-0.18683042,0.05705529
 0.005964772,-0.172288003,0.065469763
 0.003943886,-0.176898512,0.08935508
-0.03669781,-0.16950874,0.09507491
-0.003418448,-0.181608884,0.070849138
-0.01567641,-0.16290377,0.03273465
-0.004391478,-0.188578651,0.053167307
 0.03403577,-0.21231776,0.06401417
-0.07079923,-0.24545055,0.03742713
 0.008554645,-0.212157451,0.108149785
 0.02311139,-0.18815889,0.05911895
-0.02194063,-0.21249156,0.01644768
-0.02926688,-0.19511652,0.05487175
 0.05607071,-0.17569963,0.01025823
-0.008540995,-0.184421494,0.097008818
-0.03327950,-0.19089281,0.06121572
 0.06271009,-0.16089321,0.09968388
 0.02342548,-0.25591982,0.05765864
 0.06494034,-0.236785,0.0933061
-0.02985949,-0.2020733,0.03328573
 0.02067619,-0.22089304,0.09730952
 0.01319693,-0.18198819,0.09265983
 0.03463467,-0.19899619,0.0867599
-0.04387013,-0.17400699,0.04158616
 0.02090757,-0.17447882,0.07453443
 0.01817329,-0.18559523,0.10020505
-0.04195667,-0.19635839,0.08795232
 0.007460244,-0.19986784,0.100145351
 0.03548625,-0.20075565,0.09690951
 0.02039841,-0.13914461,0.096551
 0.01151773,-0.17905775,0.08841139
 0.09926567,-0.12761118,0.01090081
 0.06960642,-0.19803879,0.06884125
-0.005442011,-0.17078344,0.079684248
-0.07847195,-0.24868269,0.07561424
-0.01325416,-0.17029773,0.06324125
 0.06191246,-0.20105172,0.05419628
-0.040351322,-0.163368359,0.008823396
-0.02452604,-0.14961991,0.06655553
 0.00183030,-0.20385842,0.05013387
-0.08301428,-0.23435838,0.04701849
 0.009037837,-0.228593987,-0.008753774
 0.02644843,-0.14241361,0.08887263
 0.05569625,-0.13460284,0.09855845
-0.03802148,-0.21168515,0.02723255
 0.02886364,-0.17050331,0.04342729
 0.00225114,-0.20470217,0.06818851
 0.007428189,-0.197108508,0.035641084
 0.04975570,-0.18880047,0.05083581
-0.01172905,-0.19390886,0.03170747
 0.06996271,-0.18074846,0.03718196
 0.07078200,-0.21095777,0.07925402
-0.02151946,-0.19758295,0.05290747
 0.01804926,-0.21047031,0.10582385
-0.01863285,-0.19188683,0.05433732
 0.07991693,-0.20032023,0.07596454
-0.02668326,-0.2452464,0.06687314
-0.05888173,-0.18738847,0.06123306
-0.04851928,-0.19330365,0.04289795
 0.02080224,-0.22057819,0.02038335
 0.03668460,-0.22569716,0.03877993
 0.05436610,-0.1869211,0.04557159
 0.04030892,-0.2244408,0.07200802
 0.04942184,-0.22156092,0.02258465
 0.0003088658,-0.1638035574,0.0566956251
 0.03785394,-0.24965954,0.02722105
 0.05129587,-0.21643576,0.02078742
-0.009655003,-0.174629103,0.018884864
 0.07408932,-0.12726486,0.08931509
 0.1084727,-0.1714281,0.014361
 0.03935179,-0.15685786,0.09872843
-0.04642474,-0.24066832,0.07553458
 0.002178173,-0.219337427,0.035126122
-0.08735883,-0.14404433,0.03454816
-0.001924289,-0.199760315,0.040750241
-0.02673409,-0.17266259,0.12177837
 0.05650397,-0.24219983,0.03972827
-0.007631528,-0.176068155,0.058465123
 0.02171776,-0.20525828,0.0835652
-0.03886173,-0.17919772,0.11057679
-0.03046829,-0.19859367,-0.01246879
 0.01381314,-0.2010103,0.09036438
-0.01903183,-0.20100993,0.0961275
 0.01555056,-0.12631502,0.02444374
 0.02504325,-0.14665337,0.05301347
-0.04489858,-0.19498816,0.09517462
-0.01225557,-0.17368372,0.06692721
 0.08031662,-0.14563791,0.01729682
 0.03283882,-0.15761201,0.10377042
-0.02734137,-0.22294833,0.04971449
 0.05816845,-0.17635041,0.05784761
 0.04171932,-0.22241711,0.08715993
 0.06986884,-0.17356442,0.07041047
-0.05588098,-0.18346864,0.06053482
 0.008743612,-0.183736903,0.076365067
 0.02394735,-0.20360526,0.09357332
 0.0196632,-0.2575376,0.1003119
 0.01763593,-0.16376746,0.07190374
 0.01314523,-0.15473494,0.01049394
 0.02987407,-0.22151011,0.07416307
 0.02157494,-0.21173787,0.07725992
-0.01032400,-0.16971547,0.09365674
 0.01904831,-0.19521836,0.02990241
 0.009821339,-0.212121029,0.05089502
 0.03251857,-0.17579431,0.0699846
-0.03674671,-0.18916055,0.11230894
 0.01882566,-0.16968061,0.07060778
 0.03865964,-0.20997319,0.03298012
-0.06971913,-0.21374745,0.03345237
 0.03654360,-0.18770449,0.05139608
-0.11948322,-0.18554028,0.04710465
-0.01496187,-0.18620099,0.0677444
 0.007740862,-0.16232514,0.059451863
-6.050344e-05,-0.2009666,0.0460563
-0.01920292,-0.16292174,0.08341627
 0.01420745,-0.19494447,-0.04497917
-0.03083843,-0.1865143,0.02718135
-0.006066781,-0.21941903,0.102817917
 0.01761813,-0.17454832,0.03726272
 0.005664189,-0.198234852,0.063699167
 0.04654399,-0.16072228,0.03179279
-0.006875596,-0.227578648,0.071343282
 0.02649268,-0.16085702,0.01500419
 0.02409137,-0.1885112,0.02161892
 0.06923664,-0.18367819,0.08467521
 0.00505311,-0.21172989,0.08190023
-0.04397771,-0.17027999,0.02898454
-0.0001932659,-0.1884471383,0.105646954
 0.004481051,-0.213895557,0.056710001
 0.004817508,-0.165651733,0.06926834
 0.01749754,-0.20559317,0.08886178
-0.07066457,-0.19588372,0.04651711
 0.10612768,-0.20192899,0.03794595
 0.07363488,-0.17099457,0.08595936
-0.03723817,-0.18606243,0.03626367
 0.05804812,-0.20024698,0.03485396
-0.0633846,-0.2278896,0.1307697
 0.07390076,-0.20753575,0.05039679
-0.02347834,-0.1813953,0.10444739
 0.02510597,-0.19316658,0.0460034
 0.04795613,-0.2156493,0.07321272
 0.002362852,-0.177879063,0.031403235
 0.0379083,-0.1858059,0.0240252
 0.001608509,-0.171961149,0.060855069
 0.01998894,-0.18762447,0.08799002
-0.02339558,-0.14404889,0.0742632
-0.005800585,-0.237227704,-0.00538611
 0.04993378,-0.14174242,0.0394376
-0.01692562,-0.18057694,0.11658936
 0.02591014,-0.19191438,0.03490087
-0.02069385,-0.19336857,0.14476093
 0.09273885,-0.16728285,-0.01357981
 0.05656449,-0.22047069,0.04250563
 0.06879926,-0.19123466,0.05345591
 0.02724945,-0.20766475,0.07070825
-0.020541319,-0.165736303,-0.008704849
 0.02587996,-0.21625531,0.08455608
 0.07024852,-0.14146704,0.1053128
-0.02196626,-0.22687353,0.03492607
-0.001074739,-0.214270258,0.043093695
 0.05033604,-0.21468787,0.01856924
 0.06730931,-0.23034634,0.07006051
 0.034724113,-0.188896478,-0.003051581
-0.03148438,-0.18449627,0.04760938
 0.05088430,-0.12175308,0.06529579
 0.1077087,-0.174789,0.1286851
-0.01574857,-0.2465965,0.08246048
 0.05351884,-0.20363121,0.02605947
 0.03649960,-0.13871132,0.09274361
 0.005666082,-0.186984865,0.024573745
 0.05256031,-0.20909349,0.04202506
 0.05770473,-0.21823903,0.03887798
 0.008411851,-0.192925226,0.076118928
 0.003030938,-0.226951252,0.077000124
-0.09150193,-0.17288273,0.09241414
 0.03692317,-0.19824357,-0.04833773
-0.01627986,-0.21103172,0.07898061
-0.02471430,-0.13658113,0.01439974
 0.03289452,-0.22762048,0.04666698
 0.03309411,-0.1365299,0.04161594
 0.006898333,-0.194848243,0.054586191
-0.02847891,-0.17922559,0.03693256
 0.02008479,-0.15849344,0.09069539
 0.08409217,-0.22972296,0.07334747
-0.01600726,-0.17998956,0.03021959
 0.03199804,-0.15147504,0.06888672
-0.03019414,-0.22997563,0.08205864
-0.06163045,-0.23807922,0.08111498
-0.02350279,-0.18825197,0.08083825
-0.03073765,-0.21941579,0.01838211
 0.04650790,-0.16125444,0.09282937
-0.00234067,-0.25403076,0.06993071
 0.04648227,-0.16866576,0.01026705
